iteration,L1,L2,Gradient,BCE
130100,0.01376,0.00134,0.01982,0.08484
130150,0.01377,0.00135,0.01987,0.08553
130200,0.01378,0.00134,0.01987,0.08685
130250,0.01383,0.00135,0.02023,0.08697
130300,0.01392,0.00136,0.02035,0.08798
130350,0.01402,0.00138,0.02081,0.0875
130400,0.0139,0.00136,0.02064,0.08685
130450,0.01384,0.00134,0.02052,0.0861
130500,0.0138,0.00133,0.0204,0.08692
130550,0.01381,0.00134,0.02061,0.0873
130600,0.01401,0.00136,0.02081,0.08651
130650,0.01412,0.00137,0.02083,0.0864
130700,0.01408,0.00137,0.0207,0.08595
130750,0.01409,0.00137,0.02072,0.08607
130800,0.01404,0.00136,0.02066,0.08588
130850,0.01416,0.00137,0.02093,0.08592
130900,0.01402,0.00135,0.0207,0.08529
130950,0.01396,0.00133,0.02063,0.08658
131000,0.01407,0.00134,0.02082,0.08667
131050,0.01391,0.00132,0.02055,0.08648
131100,0.01389,0.00132,0.02038,0.08628
131150,0.01397,0.00132,0.02056,0.08698
131200,0.01403,0.00133,0.0207,0.08698
131250,0.01411,0.00134,0.02062,0.08641
131300,0.01404,0.00132,0.02047,0.08617
131350,0.01404,0.00131,0.02036,0.08521
131400,0.01413,0.00133,0.02048,0.08517
131450,0.01412,0.00132,0.0206,0.08442
131500,0.0142,0.00134,0.02058,0.08403
131550,0.01419,0.00134,0.02055,0.08315
131600,0.01406,0.00132,0.02039,0.08377
131650,0.01403,0.00131,0.02027,0.08531
131700,0.01401,0.00132,0.02008,0.08487
131750,0.01393,0.00131,0.01992,0.08471
131800,0.01386,0.0013,0.01992,0.08363
131850,0.01393,0.0013,0.02007,0.08319
131900,0.01384,0.00129,0.01995,0.08239
131950,0.01383,0.00129,0.01987,0.0824
132000,0.01384,0.00128,0.0198,0.0833
132050,0.01388,0.00128,0.01976,0.08327
132100,0.01385,0.00127,0.01975,0.08282
132150,0.01386,0.00127,0.0196,0.08208
132200,0.01383,0.00126,0.01944,0.08187
132250,0.01375,0.00125,0.01932,0.08156
132300,0.01384,0.00125,0.01924,0.08182
132350,0.01377,0.00124,0.01907,0.08174
132400,0.01374,0.00124,0.01914,0.08072
132450,0.01382,0.00126,0.01919,0.0807
132500,0.0138,0.00126,0.01927,0.08091
132550,0.01387,0.00128,0.01938,0.08053
132600,0.01383,0.00127,0.0195,0.08094
132650,0.01382,0.00127,0.01941,0.08028
132700,0.01374,0.00126,0.01926,0.08058
132750,0.0137,0.00126,0.01918,0.08028
132800,0.01388,0.00128,0.01945,0.08151
132850,0.01399,0.00129,0.01942,0.08274
132900,0.0139,0.00128,0.01928,0.08243
132950,0.01385,0.00128,0.01925,0.08262
133000,0.01374,0.00126,0.01907,0.08177
133050,0.01373,0.00126,0.01904,0.08178
133100,0.01378,0.00126,0.01928,0.08134
133150,0.01379,0.00126,0.01934,0.08129
133200,0.01399,0.00129,0.01939,0.08211
133250,0.01406,0.0013,0.01961,0.0823
133300,0.01399,0.00128,0.01948,0.08142
133350,0.01402,0.00128,0.0195,0.08119
133400,0.01391,0.00127,0.01927,0.08068
133450,0.01387,0.00126,0.01917,0.08098
133500,0.0138,0.00125,0.019,0.08025
133550,0.01377,0.00125,0.019,0.07985
133600,0.01374,0.00125,0.01884,0.07976
133650,0.01366,0.00124,0.01878,0.07906
133700,0.0137,0.00124,0.01902,0.0783
133750,0.01367,0.00124,0.01928,0.07832
133800,0.01385,0.00126,0.01944,0.07803
133850,0.01385,0.00126,0.01939,0.07737
133900,0.01394,0.00127,0.01945,0.07691
133950,0.01388,0.00126,0.01933,0.07758
134000,0.01385,0.00126,0.01942,0.07809
134050,0.01369,0.00124,0.01935,0.07705
134100,0.01371,0.00124,0.01936,0.07711
134150,0.01371,0.00124,0.01929,0.07654
134200,0.01367,0.00123,0.01921,0.07661
134250,0.01364,0.00123,0.01912,0.07747
134300,0.01374,0.00123,0.01926,0.07815
134350,0.01369,0.00122,0.0192,0.07733
134400,0.01367,0.00121,0.01919,0.07676
134450,0.01366,0.00122,0.01921,0.07716
134500,0.01364,0.00121,0.01909,0.07743
134550,0.01367,0.00122,0.01907,0.07708
134600,0.0137,0.00123,0.01902,0.07619
134650,0.01446,0.00155,0.01899,0.07763
134700,0.01443,0.00154,0.01903,0.07764
134750,0.01453,0.00155,0.01922,0.07767
134800,0.01451,0.00154,0.01914,0.07775
134850,0.01472,0.00161,0.01925,0.07806
134900,0.01482,0.00163,0.01936,0.07842
134950,0.01489,0.00163,0.01953,0.07837
135000,0.01487,0.00161,0.01952,0.07998
135050,0.01481,0.0016,0.01946,0.07949
135100,0.01468,0.00158,0.01929,0.0789
135150,0.01458,0.00156,0.01922,0.07867
135200,0.01462,0.00157,0.01931,0.07918
135250,0.01449,0.00155,0.01912,0.07828
135300,0.01435,0.00153,0.01911,0.07808
135350,0.01428,0.00151,0.01902,0.07818
135400,0.01424,0.0015,0.01897,0.07795
135450,0.01413,0.00148,0.01893,0.07766
135500,0.01421,0.00149,0.01903,0.07846
135550,0.01413,0.00147,0.01927,0.07805
135600,0.014,0.00145,0.01902,0.07836
135650,0.0139,0.00144,0.01891,0.07772
135700,0.01389,0.00144,0.01883,0.07752
135750,0.01402,0.00145,0.01916,0.07846
135800,0.01406,0.00145,0.01905,0.07774
135850,0.01397,0.00144,0.0191,0.07715
135900,0.01407,0.00145,0.01913,0.07757
135950,0.01412,0.00145,0.01911,0.07911
136000,0.01422,0.00145,0.01934,0.07912
136050,0.01424,0.00145,0.01954,0.07897
136100,0.01437,0.00148,0.01991,0.07953
136150,0.01432,0.00146,0.01981,0.0797
136200,0.01422,0.00145,0.01975,0.07913
136250,0.01411,0.00143,0.0197,0.07874
136300,0.01424,0.00144,0.01978,0.0783
136350,0.0141,0.00143,0.01996,0.07773
136400,0.01411,0.00142,0.02012,0.07785
136450,0.01407,0.00142,0.02005,0.07831
136500,0.01406,0.00141,0.01996,0.07811
136550,0.01402,0.0014,0.01999,0.07814
136600,0.01399,0.0014,0.01996,0.07774
136650,0.0141,0.00141,0.02046,0.07804
136700,0.01399,0.00139,0.02021,0.07789
136750,0.01407,0.00141,0.02028,0.07697
136800,0.01404,0.0014,0.02021,0.07725
136850,0.01405,0.0014,0.0202,0.07753
136900,0.01401,0.0014,0.02011,0.07693
136950,0.01397,0.00139,0.02006,0.07638
137000,0.01403,0.0014,0.02034,0.07685
137050,0.01412,0.00141,0.02021,0.07623
137100,0.0141,0.0014,0.02021,0.07617
137150,0.01389,0.00137,0.01986,0.07562
137200,0.01387,0.00137,0.01982,0.07521
137250,0.01408,0.00147,0.02003,0.07495
137300,0.01419,0.00148,0.02025,0.07575
137350,0.01429,0.00148,0.02028,0.07575
137400,0.01428,0.00147,0.02026,0.07652
137450,0.01422,0.00147,0.02025,0.07662
137500,0.01416,0.00145,0.02013,0.07674
137550,0.01406,0.00144,0.01996,0.0761
137600,0.01399,0.00143,0.0199,0.0761
137650,0.01396,0.00142,0.01984,0.07718
137700,0.01401,0.00143,0.0199,0.0783
137750,0.01402,0.00143,0.01996,0.08013
137800,0.0139,0.00141,0.01999,0.07931
137850,0.01382,0.0014,0.01998,0.07883
137900,0.01383,0.0014,0.02006,0.0789
137950,0.01372,0.00138,0.01995,0.07864
138000,0.01378,0.00139,0.02012,0.07856
138050,0.01399,0.00141,0.02019,0.08037
138100,0.01395,0.0014,0.02028,0.08001
138150,0.01398,0.00142,0.02039,0.07959
138200,0.01409,0.00143,0.02051,0.07934
138250,0.01412,0.00143,0.02057,0.0793
138300,0.01426,0.00145,0.02075,0.07879
138350,0.01428,0.00145,0.02082,0.07989
138400,0.01438,0.00146,0.02101,0.08039
138450,0.01435,0.00144,0.021,0.08106
138500,0.01435,0.00143,0.02098,0.08089
138550,0.01443,0.00144,0.02111,0.08073
138600,0.01448,0.00146,0.02111,0.08136
138650,0.01445,0.00146,0.02095,0.08076
138700,0.01441,0.00145,0.02098,0.08059
138750,0.01437,0.00144,0.02094,0.08007
138800,0.01448,0.00146,0.0209,0.07941
138850,0.0144,0.00146,0.02079,0.07884
138900,0.01442,0.00146,0.02097,0.07902
138950,0.01436,0.00145,0.0209,0.07903
139000,0.0143,0.00143,0.02086,0.07802
139050,0.01419,0.00142,0.02067,0.07739
139100,0.01422,0.00142,0.0207,0.07709
139150,0.01415,0.00141,0.02057,0.0769
139200,0.01421,0.00141,0.02054,0.07811
139250,0.01415,0.00141,0.02046,0.07782
139300,0.01421,0.00142,0.02053,0.07793
139350,0.01421,0.00141,0.02066,0.07778
139400,0.01428,0.00142,0.02068,0.07732
139450,0.01419,0.00141,0.02073,0.07732
139500,0.01407,0.0014,0.02061,0.07636
139550,0.01401,0.00139,0.02048,0.07607
139600,0.01426,0.00143,0.02074,0.07641
139650,0.01412,0.00141,0.02059,0.07603
139700,0.01413,0.00142,0.02065,0.0759
139750,0.01416,0.00143,0.02067,0.07561
139800,0.01413,0.00142,0.02089,0.07551
139850,0.01407,0.00141,0.02073,0.07494
139900,0.01411,0.00142,0.02082,0.07552
139950,0.01412,0.00142,0.02104,0.0754
140000,0.01403,0.00141,0.02089,0.07488
140050,0.01395,0.0014,0.02072,0.07474
140100,0.01394,0.00139,0.02066,0.07445
140150,0.01389,0.00138,0.0205,0.07539
140200,0.01392,0.00138,0.02042,0.07496
140250,0.0139,0.00137,0.02035,0.07407
140300,0.01388,0.00137,0.02024,0.07355
140350,0.01379,0.00136,0.02011,0.07312
140400,0.01386,0.00136,0.02019,0.07279
140450,0.01407,0.00139,0.02044,0.07289
140500,0.0141,0.00138,0.0205,0.0726
140550,0.01404,0.00137,0.02036,0.07331
140600,0.01414,0.00138,0.02037,0.07384
140650,0.0141,0.00138,0.0203,0.07335
140700,0.01406,0.00137,0.02028,0.07305
140750,0.01412,0.00138,0.02039,0.07285
140800,0.01406,0.00137,0.02028,0.07346
140850,0.01401,0.00136,0.0202,0.07299
140900,0.01398,0.00136,0.02007,0.07325
140950,0.01391,0.00135,0.01988,0.07269
141000,0.01377,0.00133,0.01966,0.07243
141050,0.01378,0.00132,0.01965,0.07274
141100,0.01373,0.00132,0.01964,0.07355
141150,0.01364,0.00131,0.0194,0.07304
141200,0.0136,0.0013,0.01943,0.07324
141250,0.01362,0.00131,0.01942,0.074
141300,0.01356,0.00129,0.01945,0.07342
141350,0.01342,0.00128,0.01929,0.07266
141400,0.01333,0.00126,0.01908,0.07376
141450,0.01327,0.00126,0.01892,0.07372
141500,0.01335,0.00126,0.01925,0.07448
141550,0.01335,0.00126,0.01943,0.07395
141600,0.01338,0.00127,0.01954,0.07384
141650,0.01342,0.00127,0.01947,0.0729
141700,0.0133,0.00126,0.01943,0.07239
141750,0.01328,0.00125,0.01938,0.0724
141800,0.01316,0.00124,0.01924,0.07164
141850,0.01306,0.00123,0.01911,0.07092
141900,0.01309,0.00123,0.01902,0.07104
141950,0.01326,0.00128,0.019,0.07166
142000,0.01337,0.00129,0.01901,0.07162
142050,0.01337,0.00129,0.01894,0.07144
142100,0.01336,0.00129,0.01895,0.071
142150,0.01331,0.00128,0.0188,0.07099
142200,0.01328,0.00128,0.01879,0.0712
142250,0.01331,0.00127,0.01874,0.07129
142300,0.01328,0.00127,0.01879,0.07078
142350,0.01322,0.00125,0.01859,0.07159
142400,0.01337,0.00127,0.01883,0.07159
142450,0.01338,0.00126,0.01877,0.07469
142500,0.0135,0.00128,0.01896,0.0757
142550,0.01357,0.00128,0.01897,0.07651
142600,0.01356,0.00127,0.01892,0.0759
142650,0.01359,0.00127,0.01899,0.07729
142700,0.01358,0.00127,0.01894,0.07667
142750,0.01351,0.00127,0.01885,0.07647
142800,0.0136,0.00127,0.01897,0.07628
142850,0.01357,0.00126,0.01907,0.07705
142900,0.01357,0.00126,0.01923,0.07701
142950,0.01349,0.00125,0.01903,0.07639
143000,0.0135,0.00125,0.01899,0.07722
143050,0.01356,0.00126,0.01915,0.07774
143100,0.01359,0.00126,0.01914,0.07889
143150,0.01394,0.00133,0.0195,0.0788
143200,0.01404,0.00135,0.01977,0.07862
143250,0.014,0.00134,0.01967,0.07825
143300,0.014,0.00133,0.01967,0.07867
143350,0.01392,0.00132,0.01952,0.07937
143400,0.01381,0.0013,0.01931,0.07865
143450,0.01372,0.00129,0.01922,0.07765
143500,0.01362,0.00128,0.01911,0.07774
143550,0.01357,0.00127,0.01903,0.07713
143600,0.0135,0.00126,0.01892,0.07718
143650,0.01346,0.00126,0.01879,0.07632
143700,0.01349,0.00126,0.01889,0.07644
143750,0.01339,0.00124,0.01873,0.07685
143800,0.0133,0.00123,0.01864,0.07664
143850,0.01335,0.00123,0.01864,0.07659
143900,0.01333,0.00124,0.01858,0.07589
143950,0.01352,0.00126,0.01881,0.07728
144000,0.01363,0.0013,0.01892,0.0768
144050,0.01356,0.00129,0.01887,0.07601
144100,0.01353,0.00128,0.01878,0.07566
144150,0.01363,0.0013,0.01892,0.07599
144200,0.01363,0.0013,0.01881,0.07627
144250,0.01356,0.00129,0.01876,0.07592
144300,0.01346,0.00127,0.01859,0.07575
144350,0.01341,0.00126,0.01849,0.07555
144400,0.01336,0.00126,0.01844,0.07689
144450,0.01343,0.00127,0.0185,0.07636
144500,0.01328,0.00125,0.01833,0.07572
144550,0.01316,0.00124,0.01818,0.07518
144600,0.01343,0.00127,0.0187,0.0754
144650,0.01337,0.00126,0.01868,0.07446
144700,0.01328,0.00125,0.01869,0.07449
144750,0.01321,0.00124,0.01857,0.07471
144800,0.01314,0.00124,0.01849,0.07462
144850,0.01326,0.00125,0.01853,0.07428
144900,0.01338,0.00127,0.01856,0.07407
144950,0.01327,0.00126,0.01842,0.07319
145000,0.0133,0.00126,0.01844,0.07262
145050,0.01335,0.00126,0.01843,0.07185
145100,0.01328,0.00124,0.01824,0.07326
145150,0.01327,0.00124,0.01818,0.07275
145200,0.01314,0.00122,0.01797,0.07372
145250,0.01314,0.00122,0.01801,0.07361
145300,0.01328,0.00124,0.01821,0.07552
145350,0.01329,0.00124,0.01826,0.0749
145400,0.01338,0.00124,0.01835,0.07607
145450,0.01332,0.00123,0.01824,0.07569
145500,0.0133,0.00123,0.01813,0.07567
145550,0.01321,0.00121,0.01812,0.07662
145600,0.01361,0.0014,0.01844,0.07768
145650,0.01353,0.00138,0.01824,0.07725
145700,0.01369,0.0014,0.01833,0.07709
145750,0.0137,0.00139,0.01829,0.07697
145800,0.01376,0.0014,0.01857,0.07762
145850,0.01374,0.00139,0.01861,0.07754
145900,0.01363,0.00138,0.01848,0.07814
145950,0.01362,0.00138,0.01844,0.0778
146000,0.01352,0.00136,0.0183,0.07779
146050,0.01342,0.00135,0.01823,0.07723
146100,0.01336,0.00134,0.01848,0.0763
146150,0.01327,0.00133,0.01835,0.07617
146200,0.01321,0.00132,0.01839,0.07592
146250,0.01313,0.00131,0.01827,0.07549
146300,0.01306,0.0013,0.01806,0.07536
146350,0.01307,0.00129,0.01816,0.07527
146400,0.01313,0.00131,0.01826,0.07584
146450,0.013,0.00129,0.01815,0.07576
146500,0.01286,0.00127,0.01795,0.07479
146550,0.01282,0.00127,0.0179,0.07445
146600,0.01284,0.00127,0.01787,0.0744
146650,0.01288,0.00127,0.01794,0.07488
146700,0.01292,0.00127,0.01795,0.07426
146750,0.01292,0.00127,0.01798,0.07372
146800,0.01297,0.00127,0.0182,0.07367
146850,0.01284,0.00125,0.01805,0.07283
146900,0.01284,0.00125,0.01795,0.07234
146950,0.01283,0.00125,0.0182,0.07182
147000,0.01278,0.00123,0.01814,0.07138
147050,0.01274,0.00122,0.0181,0.07093
147100,0.0128,0.00122,0.01811,0.07062
147150,0.01291,0.00124,0.01823,0.07098
147200,0.01305,0.00126,0.01841,0.07169
147250,0.01296,0.00124,0.01831,0.07144
147300,0.01305,0.00125,0.01837,0.07198
147350,0.0131,0.00126,0.01848,0.0751
147400,0.01306,0.00125,0.01843,0.07659
147450,0.01309,0.00125,0.01844,0.07664
147500,0.0131,0.00125,0.01853,0.07848
147550,0.01315,0.00125,0.01856,0.07859
147600,0.01338,0.00128,0.01848,0.07873
147650,0.01334,0.00127,0.01848,0.07874
147700,0.01331,0.00126,0.01847,0.07839
147750,0.01344,0.00127,0.01875,0.07968
147800,0.01334,0.00125,0.01855,0.07869
147850,0.01342,0.00127,0.01877,0.07834
147900,0.01344,0.0013,0.01867,0.07993
147950,0.01352,0.0013,0.01884,0.08025
148000,0.01344,0.00128,0.01894,0.07977
148050,0.01341,0.00128,0.01881,0.08022
148100,0.01352,0.00128,0.019,0.08055
148150,0.01354,0.00129,0.01895,0.08185
148200,0.0135,0.00128,0.01876,0.08214
148250,0.01342,0.00128,0.01859,0.08308
148300,0.0134,0.00126,0.01852,0.08306
148350,0.01339,0.00126,0.01853,0.08311
148400,0.01333,0.00125,0.0186,0.08262
148450,0.01329,0.00124,0.01845,0.08318
148500,0.0133,0.00124,0.01845,0.08277
148550,0.01327,0.00123,0.01849,0.08247
148600,0.01337,0.00124,0.01861,0.0825
148650,0.01339,0.00124,0.01877,0.08259
148700,0.01327,0.00122,0.01858,0.08197
148750,0.0133,0.00122,0.01852,0.081
148800,0.01316,0.0012,0.01838,0.07994
148850,0.01325,0.00122,0.01898,0.08012
148900,0.01324,0.00122,0.01892,0.08032
148950,0.01317,0.00121,0.01884,0.07971
149000,0.0131,0.0012,0.01862,0.07928
149050,0.01309,0.00119,0.01857,0.07896
149100,0.01301,0.00118,0.01845,0.07798
149150,0.01311,0.00119,0.01854,0.07746
149200,0.01307,0.00119,0.01844,0.07754
149250,0.01307,0.00119,0.01853,0.07732
149300,0.01313,0.00119,0.01849,0.07677
149350,0.01315,0.00119,0.01844,0.07707
149400,0.0133,0.0012,0.01868,0.07686
149450,0.01323,0.0012,0.01864,0.07807
149500,0.01322,0.0012,0.0188,0.07839
149550,0.01326,0.00121,0.01881,0.0785
149600,0.01325,0.0012,0.01884,0.07902
149650,0.01323,0.0012,0.01881,0.07857
149700,0.01345,0.00124,0.01899,0.0785
149750,0.01339,0.00124,0.01888,0.07787
149800,0.0133,0.00123,0.01875,0.07753
149850,0.01334,0.00123,0.01877,0.0775
149900,0.0133,0.00122,0.01872,0.07772
149950,0.01329,0.00121,0.01862,0.07799
150000,0.01331,0.00121,0.01852,0.07854
150050,0.01328,0.00121,0.01832,0.07798
150100,0.01339,0.00122,0.01836,0.07747
150150,0.01334,0.00121,0.01824,0.07662
150200,0.01338,0.00122,0.01825,0.07771
150250,0.01335,0.00121,0.01819,0.07701
150300,0.01329,0.0012,0.01811,0.07662
150350,0.01329,0.0012,0.01821,0.07693
150400,0.01329,0.0012,0.01828,0.07737
150450,0.01329,0.00119,0.01832,0.07691
150500,0.01335,0.00121,0.0184,0.07711
150550,0.01327,0.0012,0.01824,0.07721
150600,0.01318,0.00119,0.01833,0.07659
150650,0.01318,0.00119,0.01829,0.07629
150700,0.01318,0.00119,0.01834,0.07643
150750,0.01326,0.0012,0.01895,0.07725
150800,0.01319,0.00119,0.01897,0.07649
150850,0.01326,0.00119,0.01897,0.081
150900,0.01339,0.00121,0.01919,0.0813
150950,0.01337,0.0012,0.01908,0.08132
151000,0.01332,0.00119,0.01897,0.08149
151050,0.01328,0.00118,0.01892,0.08117
151100,0.01326,0.00117,0.01885,0.08165
151150,0.01332,0.00119,0.01886,0.08148
151200,0.01341,0.00119,0.01885,0.0815
151250,0.01333,0.00118,0.01871,0.08146
151300,0.01333,0.00118,0.01876,0.08174
151350,0.01336,0.00118,0.01882,0.08204
151400,0.01334,0.00118,0.01877,0.08117
151450,0.01347,0.0012,0.01885,0.08086
151500,0.01343,0.0012,0.01877,0.08136
151550,0.01351,0.00121,0.01897,0.08179
151600,0.01348,0.0012,0.01893,0.083
151650,0.01355,0.00121,0.01899,0.08237
151700,0.01363,0.00122,0.0191,0.08226
151750,0.01372,0.00125,0.01924,0.08155
151800,0.01372,0.00126,0.01922,0.08132
151850,0.01366,0.00126,0.01914,0.0805
151900,0.01356,0.00124,0.01898,0.08019
151950,0.01351,0.00124,0.01894,0.08003
152000,0.01359,0.00125,0.01895,0.07897
152050,0.01369,0.00125,0.01901,0.0796
152100,0.01359,0.00124,0.01887,0.07907
152150,0.01348,0.00123,0.01876,0.07998
152200,0.01338,0.00122,0.01867,0.07933
152250,0.01344,0.00124,0.01869,0.07949
152300,0.01341,0.00123,0.01861,0.07889
152350,0.01345,0.00123,0.01859,0.08083
152400,0.01329,0.00121,0.0184,0.08008
152450,0.01312,0.00118,0.01814,0.07893
152500,0.01326,0.0012,0.01829,0.07891
152550,0.01321,0.0012,0.01821,0.07866
152600,0.01329,0.0012,0.01846,0.07855
152650,0.01334,0.00121,0.01861,0.07886
152700,0.01373,0.00128,0.0193,0.07911
152750,0.01364,0.00127,0.0192,0.07853
152800,0.0136,0.00126,0.0191,0.07868
152850,0.01385,0.0013,0.01917,0.07962
152900,0.01377,0.00128,0.0191,0.07895
152950,0.01371,0.00127,0.01903,0.08009
153000,0.01361,0.00126,0.01889,0.07963
153050,0.01369,0.00126,0.01903,0.07897
153100,0.01355,0.00125,0.01882,0.07801
153150,0.01351,0.00124,0.01878,0.07853
153200,0.01348,0.00123,0.01864,0.07835
153250,0.01342,0.00122,0.01852,0.0778
153300,0.01356,0.00125,0.01873,0.07811
153350,0.01357,0.00125,0.01886,0.07769
153400,0.0135,0.00123,0.01894,0.07746
153450,0.01349,0.00123,0.01889,0.07702
153500,0.01351,0.00123,0.01904,0.07711
153550,0.0137,0.00126,0.01917,0.07675
153600,0.01364,0.00126,0.01912,0.07616
153650,0.01353,0.00124,0.01894,0.07642
153700,0.01363,0.00126,0.0191,0.0775
153750,0.01352,0.00125,0.019,0.07684
153800,0.01368,0.00126,0.01903,0.07603
153850,0.01362,0.00125,0.01897,0.07691
153900,0.01353,0.00124,0.01892,0.07645
153950,0.01354,0.00124,0.01909,0.07604
154000,0.01353,0.00124,0.01899,0.07638
154050,0.01357,0.00124,0.01904,0.0772
154100,0.01364,0.00128,0.01923,0.07789
154150,0.01356,0.00127,0.01924,0.0786
154200,0.01348,0.00126,0.0192,0.078
154250,0.01343,0.00125,0.01906,0.07807
154300,0.01339,0.00124,0.01895,0.07693
154350,0.01342,0.00125,0.019,0.077
154400,0.01351,0.00125,0.01902,0.07781
154450,0.01348,0.00125,0.01898,0.07715
154500,0.01353,0.00125,0.01915,0.07654
154550,0.0134,0.00124,0.01896,0.07623
154600,0.01341,0.00124,0.01891,0.07618
154650,0.01345,0.00124,0.01901,0.07566
154700,0.0134,0.00123,0.01893,0.07473
154750,0.01324,0.00121,0.01868,0.07384
154800,0.01311,0.0012,0.01847,0.07355
154850,0.01321,0.00121,0.0186,0.07342
154900,0.01326,0.00121,0.01857,0.07354
154950,0.01323,0.00121,0.01849,0.07357
155000,0.01329,0.00121,0.01844,0.07301
155050,0.01331,0.00121,0.01837,0.07325
155100,0.01323,0.00119,0.01815,0.07486
155150,0.01317,0.00119,0.01813,0.0747
155200,0.0132,0.00119,0.01811,0.07516
155250,0.01319,0.00119,0.01796,0.07548
155300,0.01329,0.0012,0.01791,0.07589
155350,0.01325,0.00119,0.01785,0.07556
155400,0.01337,0.00121,0.01813,0.07648
155450,0.01338,0.00121,0.01815,0.07665
155500,0.01368,0.00126,0.01838,0.07691
155550,0.01373,0.00127,0.0185,0.07653
155600,0.01371,0.00126,0.0185,0.07693
155650,0.01372,0.00126,0.01859,0.07657
155700,0.01369,0.00126,0.01859,0.07582
155750,0.01372,0.00127,0.01856,0.07561
155800,0.01375,0.00127,0.01898,0.07559
155850,0.0137,0.00126,0.01897,0.07544
155900,0.01382,0.00127,0.01901,0.07557
155950,0.01387,0.00127,0.01907,0.07589
156000,0.01387,0.00128,0.01909,0.07605
156050,0.01393,0.00128,0.01911,0.07556
156100,0.0139,0.00128,0.01903,0.07541
156150,0.01386,0.00127,0.01895,0.07518
156200,0.01394,0.00128,0.01906,0.07503
156250,0.01398,0.00128,0.01915,0.07519
156300,0.01395,0.00128,0.01929,0.07484
156350,0.01397,0.00128,0.01925,0.0766
156400,0.01396,0.00129,0.01926,0.07742
156450,0.01385,0.00127,0.01909,0.07647
156500,0.0139,0.00127,0.01919,0.07605
156550,0.01394,0.00128,0.01924,0.07624
156600,0.01386,0.00127,0.0191,0.07587
156650,0.01377,0.00126,0.01898,0.0765
156700,0.01372,0.00127,0.01912,0.07642
156750,0.01376,0.00128,0.0191,0.07554
156800,0.01379,0.00128,0.01936,0.07567
156850,0.01374,0.00128,0.01928,0.07523
156900,0.01382,0.0013,0.01931,0.07555
156950,0.01394,0.0013,0.01918,0.07598
157000,0.01396,0.00131,0.01914,0.07569
157050,0.01389,0.0013,0.01906,0.07553
157100,0.01387,0.0013,0.01937,0.07568
157150,0.0138,0.00129,0.0193,0.07542
157200,0.01381,0.0013,0.01937,0.07568
157250,0.01374,0.00129,0.01918,0.07585
157300,0.01372,0.00128,0.01916,0.07479
157350,0.01357,0.00126,0.01896,0.07438
157400,0.01347,0.00125,0.01885,0.07424
157450,0.01349,0.00125,0.01887,0.07424
157500,0.01347,0.00125,0.01882,0.07374
157550,0.01353,0.00126,0.01896,0.07337
157600,0.01355,0.00127,0.01894,0.07328
157650,0.01359,0.00127,0.01904,0.07308
157700,0.01361,0.00127,0.01907,0.07356
157750,0.01353,0.00126,0.01889,0.07307
157800,0.01353,0.00126,0.01891,0.07271
157850,0.01351,0.00126,0.01888,0.07224
157900,0.01361,0.00126,0.01889,0.07247
157950,0.01378,0.00132,0.01899,0.07313
158000,0.0138,0.00132,0.01897,0.0743
158050,0.01382,0.00132,0.01893,0.07456
158100,0.01376,0.00131,0.01881,0.0745
158150,0.01374,0.00131,0.01889,0.07412
158200,0.01367,0.00129,0.01875,0.07315
158250,0.0136,0.00129,0.01867,0.07273
158300,0.0136,0.00129,0.01866,0.07343
158350,0.01355,0.00132,0.01853,0.0729
158400,0.0135,0.00132,0.01864,0.07328
158450,0.01371,0.00134,0.01891,0.07354
158500,0.0137,0.00133,0.01881,0.07409
158550,0.01376,0.00133,0.01897,0.07455
158600,0.01381,0.00133,0.01902,0.07588
158650,0.01368,0.00131,0.01892,0.07533
158700,0.0139,0.00134,0.01905,0.0748
158750,0.01385,0.00133,0.01892,0.07502
158800,0.01385,0.00134,0.01895,0.07493
158850,0.01391,0.00134,0.01906,0.07587
158900,0.01383,0.00133,0.01889,0.07655
158950,0.01379,0.00132,0.01876,0.076
159000,0.01375,0.00131,0.01872,0.07589
159050,0.01365,0.0013,0.01868,0.07495
159100,0.01365,0.0013,0.01874,0.07498
159150,0.01357,0.00129,0.01871,0.07481
159200,0.01359,0.0013,0.01888,0.07493
159250,0.01362,0.0013,0.01901,0.07534
159300,0.01356,0.00129,0.01896,0.07495
159350,0.01363,0.00131,0.01911,0.07465
159400,0.01356,0.00129,0.01898,0.0743
159450,0.01355,0.00129,0.01886,0.07405
159500,0.01348,0.00128,0.01872,0.07369
159550,0.01345,0.00127,0.01876,0.07318
159600,0.01345,0.00128,0.01871,0.07465
159650,0.01349,0.00129,0.01875,0.07481
159700,0.01335,0.00127,0.01858,0.07412
159750,0.01321,0.00125,0.01839,0.07409
159800,0.01308,0.00124,0.01819,0.07308
159850,0.01308,0.00124,0.01821,0.07334
159900,0.01303,0.00123,0.01809,0.0731
159950,0.01299,0.00123,0.01812,0.07269
160000,0.01294,0.00122,0.01801,0.07229
160050,0.01284,0.0012,0.01783,0.07184
160100,0.01301,0.00121,0.01798,0.07346
160150,0.0129,0.0012,0.01784,0.07252
160200,0.01289,0.0012,0.01779,0.07267
160250,0.01296,0.00121,0.0179,0.0726
160300,0.01298,0.00122,0.01802,0.0732
160350,0.01301,0.00123,0.0181,0.07333
160400,0.01345,0.00139,0.01869,0.07443
160450,0.01343,0.00138,0.01875,0.07406
